label,sentence
0,"the ‘martyrs’ of Hawal massacre
"
0,"Moulvi Mohammad Farooq was killed by unidentified gunmen
"
0,"after they barged into his Nigeen residence on May 21 in 1990
"
0,"on the same day, a huge procession carrying his coffin was fired upon by CRPF men at Hawal in Srinagar
"
0,"More than 60 civilians were killed in the CRPF firing
"
0,"making it one of the biggest massacres in Kashmir
"
2,"complete shutdown in Kashmir to mark the death anniversaries of Moulvi Farooq and Hurriyat Conference leader Abdul Gani Lone.
"
2,"Hurriyat Conference had called for a march to Eidgah
"
0,"the government placed Mirwaiz under house arrest at his Nigeen residence on Monday evening.
"
0,"It was at Eidgah that separatist leader Abdul Gani Lone was assassinated at the commemorative rally on May 21, 2002.
"
2,"Both Moulvi Farooq and Lone are buried at Eidgah in the martyrs’ graveyard.
"
0,"areas of Srinagar remained shut today in response to the call
"
0,"Public transport is also off the roads in most of the areas in Srinagar and major towns
"
1,"Shops and other business establishments in the Residency Road area, Lambert Lane, Regal Chowk, Maisuma in the city centre Lal Chowk and the Batamaloo and Karan Nagar
"
0,"Besides imposing restrictions in areas falling under five police stations in old Srinagar city to foil the proposed march to Eidgah
"
2,"Three special rapporteurs of the United Nations Human Rights Council (UNHRC) have written to India
"
2,"sought details on steps taken to punish or provide justice to victims and their next of kin in 76 cases of “torture and arbitrary killing” in J&K since 1990
"
0,"The letter relates to 76 cases of “torture and killings of civilians”
"
0,"These 2018 cases included eight civilian killings allegedly by security forces
"
0,"and the rest by militants, it said
"
0,"on “extrajudicial, summary or arbitrary executions”
"
2,"on the right of everyone to the enjoyment of the highest attainable standard of physical and mental health
"
0,"on torture and other cruel, inhuman or degrading treatment or punishment
"
0,"the authorities have reportedly failed to conduct thorough, prompt and impartial investigations
"
2,"so as to ensure that the rule of law prevails, and justice is done and steps are taken to ensure the non-recurrence of the violations,
"
2,"the letter asks the Indian government to provide details on eight issues,
"
2,"ranging from the outcome of the investigation into the cases to the steps taken to repeal the Armed Forces (Jammu and Kashmir) Special Powers Act
"
0,"Terming the report was “false and motivated”
"
0,"Asserting that “terrorism” is the “grossest violation
"
0,"India stated that basic human right of “right to life is being constantly violated by “cross border terrorism” in the Indian state of Jammu and Kashmir
"
2,"A shutdown is being observed in parts of Kashmir following a call from Hurriyat Conference (M) to pay tributes to the victims of Hawal massacre and Mirwaiz Kashmir
"
2,"Moulana Muhammad Farooq and People’s Conference founder and Hurriyat leader Abdul Gani Lone on their death anniversaries
"
0,"Shops and business establishments were closed in Srinagar
"
2,"while traffic is plying thin on roads in the city
"
0,"Authorities have imposed restrictions in Khanyar, Rainawari, Nowhatta, M.R
"
2,"Contingents of government forces have been also deployed on roads to maintain law and order.
"
2,"Reports of shutdown were also received from other parts of the valley
"
2,"Hurriyat Conference (M) has called for a complete shutdown Kashmir in memory of Mirwaiz Kashmi
"
0,"Mirwaiz Farooq, father of Hurriyat Conference (M) chairman, Mirwaiz Umar Farooq, was killed by “unidentified gunmen” on May 21, 1990.
"
0,"The day also witnessed a massacre of around 60 unarmed civilians
"
0,"injuries to hundreds when CRPF men at Hawal locality of old Srinagar emptied their guns on a huge procession
"
0,"Abdul Gani Lone along with his guard were killed by unknown gunmen during a rally on 12th death anniversary of Mirwaiz Farooq at Eidgah here.
"
0,"General Services Administration improperly ""ignored"" the U.S
"
0,"he country’s biggest dairy brand Amul has sent a legal notice to Google India, alleging that the technology giant has “benefited” from Google Search ad campaigns which are being “misused to scam individuals in the name of Amul”.
"
2,"A series of fake B2B campaigns regarding Amul parlours and distributors have started through fake websites using Google Search ads since September 2018
"
2,"hese miscreants have been running paid ads on Google search engines against keywords such as Amul franchisee, Amul parlour, and Amul distributor among many others.
"
2,"ET has seen a copy of the legal notice issued on January 10.
"
0,"“malicious intents of exploiting individuals across India with fake promises of business opportunities with Amul”
"
0,"ccountable for misuse of their platform and earning revenues through the ads”,
"
0,"allowing such miscreants to use its paid promotion services repeatedly without any background checks and in the process earning revenues from the click-based ads on their page
"
0,"“Post receipt of the payment, the interested individuals stop receiving all forms of communication from these miscreants,” it
"
0,"Amul’s legal notice has explained modus operandi of the alleged fraudsters. Once an individual — wooed by the offer to explore business opportunities with Amul, which sells packaged milk, butter, ice-cream and cheese — opens the ‘fake’ websites, he/she is required to fill a form. After that, they receive calls from unknown numbers prompting them to pay registration fees ranging from Rs 25,000 to Rs 5 lakh in various bank accounts
"
0,"Chief Minister Edappadi K. Palaniswami on Wednesday alleged DMK president M.K
"
0,"Even in the past three years, he did not meet villagers to know their problem
"
2,"eople know who will serve them
"
0,"ut keeping in mind the election, he is conducting the ‘grama sabha’ meetings to earn publicity,”
"
0,"f Minister said people were aware of it and added that no political leaders could cheat them
"
2,"nferred on individuals and institutions for their contribution to social, economic and political transformation through non-violence and other Gandhian methods, will be given to Vivekananda Kendra, Kanyakumar
"
2,"ivekananda Kendra works on rural development and education.
"
2,"he award has been jointly given to Akshaya Patra Foundation for providing mid-day meals to children and to Sulabh International for its work on emancipating manual scavengers
"
2,"the award will be given to Ekai Abhiyan Trust for its contribution to education for rural and tribal children
"
2,"the award will be given to Nippon Foundation chairman Yohei Sasakawa for his role in leprosy eradication
"
2,"she welcomed and accepted greetings
"
0,"While there is a sudden spurt in public appearances of Mayawati, the person who is arresting people’s attention is 24-year-old Akash Anand, standing besides her in most photographs
"
0,"senior leaders ruled out any such development, citing Mayawati’s announcement in May last year that no family member of the national president would be given a post in the party
"
2,"she even had Anand Singh removed from the post of national vice-president to refute charges of promoting dynasty politics in BSP
"
2,"“Akash handles his father’s business and it will be incorrect to read anything political into his visit
"
2,"but operates independently
"
0,"Srinivasan and Krishna declined to comment
"
2,"reorganisation will look to emulate the amicable process adopted by others such as the Munjal and Murugappa Chettiar families.
"
0,"Any recast plan will be “consensual”,
"
0,"realignment of shareholding
"
2,"all the companies will continue to share a common “touch point”
"
0,"The process may take more than a year as TV Sundram Iyengar & Sons directly or indirectly controls more than 30 companies in addition to several investment firms
"
2,"his is a natural step as the promoter families and the businesses grow bigger,
"
2,"TVS and its advisers are reviewing major companies in the fold,
"
2,"The group has been inducting the fourth generation of the family, with some members having already taken over crucial functions.
"
2,"possible restructuring of ownership among the various members of the family that runs the $8-billion conglomerate, said sever
"
2,"exercise is aimed at unravelling the intricate shareholding network that has evolved over the past four generations since T V Sundram Iyengar launched TVS by starting a bus service in Madurai in 1911
"
2,"VS has since expanded into various areas including motorcycles, aerospace components, automotive parts, financial services and logistics.
"
2,"That’s among the factors behind the latest development
"
2,"Most businesses have been earmarked for management by separate branches of the family,
"
2,"consultations will also take into account some family members wanting to pursue interests beyond auto and finance such as startups
"
0,"may also entail a more audacious business style that contrasts with the conservative outlook that TVS is known for
"
2,"transitions have been smooth so far,
"
2,"is reputed for its prowess in manufacturing, having won Deming Prizes for quality
"
2,"part of the legacy of TS Santhanam, a son of TVS Iyengar, has been unaffected by the troubles that have beset nonbanking financial companies of late thanks to its conservative approach
"
2,"he shareholding of Sundaram Finance is widely dispersed with no individual family holding a significant chunk.
"
2,"The group’s most high-profile unit is TVS Motor Co., majority owned by Sundaram Clayton
"
2,"Profit-making listed units include TVS Srichakra and Sundram Fasteners
"
2,"Unlisted companies growing rapidly include TVS Logistics. In addition to this, the group’s holding company is also mulling a plan to charge a royalty fee for use of the TVS brand. “In such conservative business families, such a structure will work,” said Mahesh Singhi, MD, Singhi Advisors, who’s not associated with the TVS process. Through a reorganization, “they get the professional freedom to operate and the family strength to absorb the ups and downs of businesses”. He pointed to the Bajaj family recast that has unlocked value in the group companies. ET reported January 1 last year on the Bajaj family succession plan that involved realigning ownership through the purchase and sale of stock in various listed group companies among themselves. “It is just a minor restructuring within the family. Not a single share has been sold outside the family nor purchased from outside the family,” Niraj Bajaj, who acts as the treasurer of family wealth and is the youngest of the four promoters, was quoted as saying in the story. “This is only one step. There will be some further transactions also. It is work in progress.
"
0,"false, hilarious and unfounded
"
0,"picked up their garbage up to two days after the protest,
"
0,"The main problem is that a huge volume of plastic waste is dumped
"
0,"Garbage is still dumped every day
"
0,"Not much has changed,
"
2,"they develop a strong friendship that would have a lasting influence
"
2,"managed to safely secure the animal
"
0,"BJP has no moral right to criticise
"
0,"The BJP committed a “sin” by aligning
"
0,"he represents harried and unemployed youth
"
0,"he cannot give slogans hailing Afzal Guru
"
2,"one hour each day for strict monitoring and checking of traffic violation.
"
2,"We want to experiment the enforcement during the non-peak hour initially
"
2,"maximum police presence in the city.
"
2,"A salient feature is that no penalty will be imposed on traffic offenders caught during the Zero Hour.
"
2,"Instead, the violators will be asked to attend the mandatory traffic awareness classes organised by the traffic department,” Mr. Gurudin said.The police control room would inform the timing of the Zero Hour to all police stations and traffic units in advance to be present on the roads
"
2,"nitiative was meant only for creating awareness, without causing any inconvenience to the commuters
"
2,"“The Zero Hour enforcement will be targeted only for traffic rules and regulations and not document violation
"
2,"odal officer to supervise and ensure the success of the project.Mr. Gurudin said the city police would give utmost priority to streamlining the traffic in the city.
"
2,"infrastructural, school areas and enforcement–were identified to smoothen traffic.
"
2,"A special drive with the participation of the SHOs and the traffic police would be conducted to check signals, zebra crossings and other road markings, parking spaces, and introduction of one-way rule.Action planThe SHOs had been asked to activate the traffic advisory committee comprising all stakeholders in their areas and solicit their suggestions to improve the traffic in the city
"
0,"the victims were helmet-less riders,
"
2,"ever surveillance and arrangements for tick repellent will be made for the use of the needy people
"
2,"67th anniversary celebrations of Sri Sathguru Sangeetha Samajam
"
0,"challenges him to pit anyone against him
"
2,"Thyagaraja comes to the rescue of his king’s pride
"
0,"compositions filled with grief and suffering and moves around in despair,
"
2,"Rama appears before him and grants salvation
"
2,"played the lead role with maturity
"
2,"celebrated Pongal at Melavasal
"
2,"took part in the festivities with his family
"
2,"the youth are given job opportunities
"
2,"there is awareness generation regarding cleanliness
"
2,"Melavasal area will see a lot of improvement
"
2,"seen good response
"
0,"short of what it had hoped to achieve
"
2,"create awareness on waste segregation
"
2,"make encourage more participation
"
2,"response was encouraging
"
2,"they would soon announce the prizes
"
0,"so fast he’ll put a highspeed rail to shade.
"
0,"his step is slow, an afterthought almost
"
0,"something old, something young about this spirited son of immigrants from Sierra Leone, who slapped his biceps and thumped his chest in a novel post-match celebration on the Margaret Court Arena.
"
0,"with zero shame
"
2,"There's an honesty and a sense of playfulness,
"
0,"a series of bonkers boss fights and silly savagery
"
0,"where a total douchebag named Travis Touchdown won a beam
"
2,"world's greatest assassins to impress a beautiful woman.
"
2,"raunchy and ridiculous, and I loved every minute of it
"
0,"sucking them both into the game system
"
0,"forcing them to fight for their lives!
"
0,"giant blue skull that can instantly kill you
"
0,"throwing tons of enemies at you!
"
2,"The Trump administration will roll out a new strategy Thursday for a more aggressive space-based missile defense system to protect against existing threats from North Korea and Iran and counter advanced weapon systems being developed by Russia and
"
2,"Healthy bank earnings helped lift Wall Street at the open on Wednesday, putting US stocks on track for a second straight day of gains..
"
2,"one hour each day for strict monitoring and checking of traffic violation.
"
2,"We want to experiment the enforcement during the non-peak hour initially
"
2,"maximum police presence in the city.
"
2,"A salient feature is that no penalty will be imposed on traffic offenders caught during the Zero Hour.
"
2,"Instead, the violators will be asked to attend the mandatory traffic awareness classes organised by the traffic department,” Mr. Gurudin said.The police control room would inform the timing of the Zero Hour to all police stations and traffic units in advance to be present on the roads
"
2,"nitiative was meant only for creating awareness, without causing any inconvenience to the commuters
"
2,"“The Zero Hour enforcement will be targeted only for traffic rules and regulations and not document violation
"
2,"odal officer to supervise and ensure the success of the project.Mr. Gurudin said the city police would give utmost priority to streamlining the traffic in the city.
"
2,"infrastructural, school areas and enforcement–were identified to smoothen traffic.
"
2,"A special drive with the participation of the SHOs and the traffic police would be conducted to check signals, zebra crossings and other road markings, parking spaces, and introduction of one-way rule.Action planThe SHOs had been asked to activate the traffic advisory committee comprising all stakeholders in their areas and solicit their suggestions to improve the traffic in the city
"
0,"the victims were helmet-less riders,
"
0,"recession within a year following dull earnings forecasts by major Wall Street companies and trend in the yield curve
"
0,"Apple, Fedex, American Airlines, Macy's and Blackstone have issued profit warnings
"
0,"The outlook for global growth has changed dramatically in the past three months as the projection of the worldwide GDP growth dropped by 50 basis point to 2.5 per cent from 2.9 per cent in the period
"
0,"Analysts too have cut earnings expectations the most since 2009 according to Citi’s Earnings Revision index
"
0,"The number of analysts’ downgrade outpaced upgrades due to sizeable cut in earnings of the US and Japanese companies
"
0,"Global equity investors have started factoring in a probability of recession within a year following dull earnings forecasts by major Wall Street companies and trend in the yield curve. The outlook for global growth has changed dramatically in the past three months as the projection of the worldwide GDP growth dropped by 50 basis point to 2.5 per cent from 2.9 per cent in the period. Apple, Fedex, American Airlines, Macy's and Blackstone have issued profit warnings. Analysts too have cut earnings expectations the most since 2009 according to Citi’s Earnings Revision index. The number of analysts’ downgrade outpaced upgrades due to sizeable cut in earnings of the US and Japanese companies. The earning cut may have a significant impact on the global price-earnings (P/E) multiples
"
0,"the bond markets are also showing signs of weakness
"
2,".P.Morgan Chase believes the current yield spread between the investment grade and junk rated corporate debt suggests 50 per cent probability of an economic contraction within a year
"
0,"eld curve in the US has already inverted for the short-term tenure which typically indicates recession in the coming 12-36 months
"
0,"so fast he’ll put a highspeed rail to shade.
"
0,"his step is slow, an afterthought almost
"
0,"something old, something young about this spirited son of immigrants from Sierra Leone, who slapped his biceps and thumped his chest in a novel post-match celebration on the Margaret Court Arena.
"
0,"the government agency had not followed it up
"
2,"Archaeological Survey of India and the State Archaeological Department had recommended that it be retained as a heritage structure
"
2,"company be reopened and those who were on the rolls in 2009 be given salaries and other benefits
"
0,"parcels of land belonging to the factory had been sold to private firms and a case was filed in the High Court against the takeover, which reportedly delayed implementation of the order
"
2,"ever surveillance and arrangements for tick repellent will be made for the use of the needy people
"
0,"tribunal had failed to add 25% of the income
"
0,"family had failed to produce the documents
"
0,"picked up their garbage up to two days after the protest,
"
0,"The main problem is that a huge volume of plastic waste is dumped
"
0,"Garbage is still dumped every day
"
0,"Not much has changed,
"
0,"McLaren has hit a low point
"
0,"with zero shame
"
2,"There's an honesty and a sense of playfulness,
"
0,"a series of bonkers boss fights and silly savagery
"
0,"where a total douchebag named Travis Touchdown won a beam
"
2,"world's greatest assassins to impress a beautiful woman.
"
2,"raunchy and ridiculous, and I loved every minute of it
"
0,"sucking them both into the game system
"
0,"forcing them to fight for their lives!
"
0,"giant blue skull that can instantly kill you
"
0,"throwing tons of enemies at you!
"
0,"being admonished by a teacher on their poor performance
"
0,"children died of drowning
"
0,"Virar police claimed that they committed suicide.
"
0,"inquire into the role of the teacher who had admonished the children
"
0,"forcing them to escape from the school premises
"
0,"BJP has no moral right to criticise
"
0,"The BJP committed a “sin” by aligning
"
0,"he represents harried and unemployed youth
"
0,"he cannot give slogans hailing Afzal Guru
"
2,"celebrated Pongal at Melavasal
"
2,"took part in the festivities with his family
"
2,"the youth are given job opportunities
"
2,"there is awareness generation regarding cleanliness
"
2,"Melavasal area will see a lot of improvement
"
2,"67th anniversary celebrations of Sri Sathguru Sangeetha Samajam
"
0,"challenges him to pit anyone against him
"
2,"Thyagaraja comes to the rescue of his king’s pride
"
0,"compositions filled with grief and suffering and moves around in despair,
"
2,"Rama appears before him and grants salvation
"
2,"played the lead role with maturity
"
2,"develop a strong friendship that would have a lasting influence
"
2,"they develop a strong friendship that would have a lasting influence
"
2,"managed to safely secure the animal
"
2,"seen good response
"
0,"short of what it had hoped to achieve
"
2,"create awareness on waste segregation
"
2,"make encourage more participation
"
2,"response was encouraging
"
2,"they would soon announce the prizes
"
0,"Shocked and frightened, the duo handed over the money
"
0,"she yelled and told him to leave
"
0,"the government agency had not followed it up
"
2,"Archaeological Survey of India and the State Archaeological Department had recommended that it be retained as a heritage structure
"
2,"company be reopened and those who were on the rolls in 2009 be given salaries and other benefits
"
0,"parcels of land belonging to the factory had been sold to private firms and a case was filed in the High Court against the takeover, which reportedly delayed implementation of the order
"
2,"The Trump administration will roll out a new strategy Thursday for a more aggressive space-based missile defense system to protect against existing threats from North Korea and Iran and counter advanced weapon systems being developed by Russia and
"
0,"Shocked and frightened, the duo handed over the money
"
2,"Healthy bank earnings helped lift Wall Street at the open on Wednesday, putting US stocks on track for a second straight day of gains..
"
0,"recession within a year following dull earnings forecasts by major Wall Street companies and trend in the yield curve
"
0,"Apple, Fedex, American Airlines, Macy's and Blackstone have issued profit warnings
"
0,"The outlook for global growth has changed dramatically in the past three months as the projection of the worldwide GDP growth dropped by 50 basis point to 2.5 per cent from 2.9 per cent in the period
"
0,"Analysts too have cut earnings expectations the most since 2009 according to Citi’s Earnings Revision index
"
0,"The number of analysts’ downgrade outpaced upgrades due to sizeable cut in earnings of the US and Japanese companies
"
0,"Global equity investors have started factoring in a probability of recession within a year following dull earnings forecasts by major Wall Street companies and trend in the yield curve. The outlook for global growth has changed dramatically in the past three months as the projection of the worldwide GDP growth dropped by 50 basis point to 2.5 per cent from 2.9 per cent in the period. Apple, Fedex, American Airlines, Macy's and Blackstone have issued profit warnings. Analysts too have cut earnings expectations the most since 2009 according to Citi’s Earnings Revision index. The number of analysts’ downgrade outpaced upgrades due to sizeable cut in earnings of the US and Japanese companies. The earning cut may have a significant impact on the global price-earnings (P/E) multiples
"
0,"the bond markets are also showing signs of weakness
"
2,".P.Morgan Chase believes the current yield spread between the investment grade and junk rated corporate debt suggests 50 per cent probability of an economic contraction within a year
"
0,"eld curve in the US has already inverted for the short-term tenure which typically indicates recession in the coming 12-36 months
"
2,"develop a strong friendship that would have a lasting influence
"
0,"she yelled and told him to leave
"
0,"being admonished by a teacher on their poor performance
"
0,"children died of drowning
"
0,"Virar police claimed that they committed suicide.
"
0,"inquire into the role of the teacher who had admonished the children
"
0,"forcing them to escape from the school premises
"
0,"tribunal had failed to add 25% of the income
"
0,"family had failed to produce the documents
"
0,"McLaren has hit a low point
"
2,"it will collaborate with this year's Kanda Matsuri
"
1,"which will be held in Tokyo in the middle of May
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump!
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today tha
"
0,"For the first time since the BJP allegedly tried to poach on the ruling Congress
"
2,"asserted that their MLAs “are fully intact”
"
2,"claimed that the “state coalition government continues to be stable and strong”.
"
2,"Congress also asked why 100-odd BJP MLAs were camping in a hotel near Delhi
"
2,"dared the saffron party to “free them”
"
2,"“so-called m i s s i n g ” Cong r e s s MLAs have returned to Bengaluru
"
0,"The BJP has the habit of spreading rumours on TV channels
"
2,"All our MLAs are intact
"
1,"They all will be there for the scheduled Congress Legislature Party meeting.
"
2,"The Congress-JDS government in Karnataka is stable and strong
"
2,"and will continue to be so,” Kharge explained
"
2,"Sankranti went off well but there was no kranti,” he said
"
0,"BJP had said that there will be ‘kranti’ (revolution) on Sankrati
"
2,"If you believe in democracy, why not let them go?
"
2,"There is a major festival in Karnataka
"
0,"yet they are holed up in a hotel.
"
0,"Why is the BJP keeping its MLAs in a hotel in Gurugram
"
0,"why is the BJP leadership still keeping its Karnataka MLAs at a five-star hotel near Delhi.
"
0,"On BJP’s accusation that the Congress too is trying to poach on the saffron party’s MLAs,
"
2,"We are not calling anyone
"
2,"But if some people decide to come
"
2,"we can’t keep our door shut.
"
0,"The BJP has always tried to destabilise stable governments in the country.
"
0,"BJP tried to put in their own government by first dividing coalitions and then cobbling up the rest
"
2,"But they cannot succeed in Karnataka
"
2,"I appeal to the people of the country to see how they are trying to remove a stable government,”
"
0,"Despite a government shutdown
"
2,"Hyundai and Kia are moving ahead with a recall of about 168,000 vehicles to fix a fuel pipe problem that can cause engine fires
"
0,"The problem stems from improper repairs
"
2,"during previous recalls for engine failures.
"
2,"The foreign direct investment (FDI) rules for e-commerce companies should be applicable to domestic online players also
"
2,"to restrict them from adopting any unethical business practices,
"
2,"The restrictions imposed in FDI policy in e-commerce should also be made applicable to domestic ecommerce players to ensure a level playing field and fair competition,
"
2,"the government updated FDI rules to bar any entity related to an e-commerce platform from selling on that site
"
2,"limit how much one vendor can sell there and prohibit e-tailers from giving any preferential treatment to any supplier
"
2,"The new framework will come into force on February 1
"
2,"the platforms will have to confirm compliance with the guidelines by September 30 of every year for the preceding financial year to the Reserve Bank of India
"
0,"that Amazon and Flipkart had sought more time to comply with the policy
"
2,"had clarified on January 3 that the private labels of online platforms will not suffer on account of the updated rules.
"
2,"The traders’ body asked the government not to give into the demands of multinational e-commerce players and American industry chambers to amend rules
"
2,"the companies that do not comply with the policy should not be allowed to operate their e-commerce portals or raise funds until they have obtained a compliance certificate
"
2,"We want the government to institute a probe into the business activities of major e-commerce players over the last two-three years.
"
2,"Those found violating the policy should be strongly punished,
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan,
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
2,"has planned to take energy efficiency measures in the houses constructed under the PMAY-NTR Nagar scheme
"
2,"providing quality physical and social infrastructure in the dwellings on a par with the gated communities
"
2,"the houses will be provided with star-rated appliances to help save on monthly power bills
"
2,"75,000 houses will be fitted with the appliances with the help of the A.P
"
2,"The scheme will be extended to five lakh units in a phased manner
"
2,"to focus on conserving energy
"
2,"water in creating the infrastructure in NTR Nagars for the benefit of the households
"
2,"He said energy efficiency and conservation measures under the scheme would consolidate the State’s leadership in Energy Efficiency Preparedness Index
"
2,"LED street lighting programme.
"
2,"agreed to support
"
2,"installing energy efficient 5-star rated fans, LED tube lights and LED bulbs in the units
"
2,"with a monetary savings of ₹32 crore
"
2,"one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump!
"
2,"it will collaborate with this year's Kanda Matsuri
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
0,"Amid allegations from the BJP camp
"
0,"Congress was trying to poach its MLAs
"
2,"We are not contacting them but if someone wants to come to us, we can’t stop them.
"
1,"senior party leader Mallikarjun Kharge said,
"
2,"Kharge emphasised that the coalition government was not in trouble
"
0,"instil fear in the minds of MLAs and to get them to jump ship
"
0,"are using every agency from income tax department to Enforcement Directorate to
"
2,"But they have been unable to succeed
"
0,"they are hiding their own MLAs in Gurgaon
"
2,"alleged ‘kranti’ (revolution) on Makar Sankranti never happened,
"
2,"said all of Congress’s 118 MLAs were intact
"
0,"alleged BJP was “using the media” to spread misinformation
"
2,"Many Congress MLAs who were approached (by BJP) asked them to name others who have apparently accepted their offer
"
0,"But they couldn’t name anyone
"
0,"MLAs are simply being misled
"
0,"Recalling attempted coups by BJP on stable governments
"
2,"brushed aside two independent MLAs withdrawing support to the state government
"
2,"Even as the JD(S)-Congress combine headed for an urgent legislative party meeting on January 18, where three MLAs
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka.
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump!
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
0,"For the first time since the BJP allegedly tried to poach on the ruling Congress
"
2,"asserted that their MLAs “are fully intact”
"
2,"claimed that the “state coalition government continues to be stable and strong”.
"
2,"Congress also asked why 100-odd BJP MLAs were camping in a hotel near Delhi
"
2,"dared the saffron party to “free them”
"
2,"“so-called m i s s i n g ” Cong r e s s MLAs have returned to Bengaluru
"
0,"The BJP has the habit of spreading rumours on TV channels
"
2,"All our MLAs are intact
"
1,"They all will be there for the scheduled Congress Legislature Party meeting.
"
2,"The Congress-JDS government in Karnataka is stable and strong
"
2,"and will continue to be so,” Kharge explained
"
2,"Sankranti went off well but there was no kranti,” he said
"
0,"BJP had said that there will be ‘kranti’ (revolution) on Sankrati
"
2,"If you believe in democracy, why not let them go?
"
2,"There is a major festival in Karnataka
"
0,"yet they are holed up in a hotel.
"
0,"Why is the BJP keeping its MLAs in a hotel in Gurugram
"
0,"why is the BJP leadership still keeping its Karnataka MLAs at a five-star hotel near Delhi.
"
0,"On BJP’s accusation that the Congress too is trying to poach on the saffron party’s MLAs,
"
2,"We are not calling anyone
"
2,"But if some people decide to come
"
2,"we can’t keep our door shut.
"
0,"The BJP has always tried to destabilise stable governments in the country.
"
0,"BJP tried to put in their own government by first dividing coalitions and then cobbling up the rest
"
2,"But they cannot succeed in Karnataka
"
2,"I appeal to the people of the country to see how they are trying to remove a stable government,”
"
2,"it will collaborate with this year's Kanda Matsuri,
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump
"
2,"After rejecting Prime Minister Theresa May's Brexit deal by a massive margin
"
2,"British MPs on Wednesday evening declined an attempt to remove her government
"
2,"She won a confidence vote by a majority of 19 with the support of her Conservat
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan,
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today that
"
2,"here to mark Sankranti.
"
2,"Rangoli and sports competitions in the day and cultural performances in the evenings
"
2,"were held for three days at the NTR Municipal Stadium
"
2,"A range of performances including Kuchipudi dance
"
2,"ring dance and Telangana dappu entertained the audience.
"
2,"highlighted the growing influence of television and smart phones on children
"
2,"said families should instead spend time together watching cultural performances.
"
2,"dressed in traditional attire, said municipal personnel and their families were present for the events
"
2,"Mr.Tochar said the State government had earmarked funds to organise events during the festival
"
1,"Deputy Commissioner D. Srinivasa Rao was present
"
1,"Latkar and MLA Philip Tocha
"
2,"Mutually Aided Consumer (JAMAC) Cooperative Stores Ltd.
"
2,"Housing Complex near Autonagar are relieved that they do not have to frown at their electricity bills any more
"
2,"The 1,700 photo voltaic panels installed on the rooftop of their building will now take care of their woes
"
2,"Each panel has a capacity to generate 300 watts of energy and the project generates 2,000 kWh per day.
"
2,"has extended a subsidy of ₹67.50 lakh
"
2,"We had decided in the very beginning that we will equip this colony with all modern facilities.
"
2,"We already have piped cooking gas connections
"
0,"Users of the solar energy in the commercial and industrial sectors have dwindled after removal of the subsidy in the last two years
"
2,"there is a rapid growth of rooftop solar projects in the domestic segment
"
2,"It is said to have gone up to 38%
"
2,"People are happy with the convenience of net metering
"
2,"that allows customers to not only generate their own electricity from solar power but also to feed the excess of it back into the grid,”
"
2,"He says it is not just about generating one’s own electricity, but it is about ‘clean’ and ‘efficient’ energy
"
2,"most solar customers produce more electricity than they consume
"
2,"net metering allows them to export that power to the grid and reduce their bills,
"
2,"Many educational institutions in and around the city have started relying on the sun-tapped energy to cut down on their bills.
"
2,"Many apartment-dwellers fulfil their power needs for common facilities like drinking water, lift and lighting in the common area through solar power.
"
2,"we have over 300 households using solar power to address their electricity needs,
"
2,"it will collaborate with this year's Kanda Matsuri
"
2,"It is one of the three largest festivals in Japan
"
2,"along with Gion Matsuri in Kyoto and Tenjin Matsuri in Osaka
"
1,"Check out the collaboration visual featuring the anime characters in happi carrying a mikoshi together after the jump!
"
1,"which will be held in Tokyo in the middle of May
"
1,"The official website for the My Hero Academia anime franchise announced today tha
"
0,"Four Americans, including two troops, were among those killed in a suicide attack in the northern Syrian city of Manbij on Wednesday
"
